epoch;C_real;C_fake;GP;LossC;LossG;;;;;;;;;;;;;;;
63;46,2188;-12,6172;3,9256;-39,2188;12,625;;;;;;;;;;;;;;;
64;45,5;-13,2344;3,9607;-39;13,2656;;;;;;;;;;;;;;;
65;44,5625;-14,1406;3,9984;-38,7188;14,3516;;;;;;;;;;;;;;;
66;43,5938;-13,4609;3,8698;-37,7188;13,4453;;;;;;;;;;;;;;;
67;42,9375;-14,2188;3,8261;-38;14,0859;;;;;;;;;;;;;;;
68;42,4062;-14,2266;3,7186;-37,9688;13,8672;;;;;;;;;;;;;;;
69;42,5;-13,3906;3,7474;-37,125;13,5547;;;;;;;;;;;;;;;
70;42,7188;-12,8984;3,6799;-37,2188;12,7969;;;;;;;;;;;;;;;
71;42,2812;-13,0469;3,7472;-36,5625;12,8906;;;;;;;;;;;;;;;
72;41,0312;-13,7109;3,5939;-36,8125;13,5078;;;;;;;;;;;;;;;
73;40,0938;-14,8203;3,6508;-36,6562;15,0938;;;;;;;;;;;;;;;
74;39,7812;-14,4688;3,5183;-36,6562;14,5;;;;;;;;;;;;;;;
75;38,0625;-15,9062;3,6328;-35,8438;15,9531;;;;;;;;;;;;;;;
76;37,625;-15,7891;3,5721;-35,5938;15,6172;;;;;;;;;;;;;;;
77;36,0312;-16,2188;3,4445;-35;16,25;;;;;;;;;;;;;;;
78;36;-16,4375;3,4184;-35,3125;16,2656;;;;;;;;;;;;;;;
79;35,5;-16,2969;3,4007;-34,7812;16,1406;;;;;;;;;;;;;;;
80;34,5625;-17,1719;3,3614;-34,9375;17,3438;;;;;;;;;;;;;;;
81;33,3125;-17,4219;3,4055;-33,7188;17,5469;;;;;;;;;;;;;;;
82;32,9375;-17,5;3,2799;-34,0312;17,8281;;;;;;;;;;;;;;;
83;31,9688;-18,2188;3,2349;-33,9688;18,2031;;;;;;;;;;;;;;;
84;31,8125;-18,2344;3,325;-33,4062;17,9844;;;;;;;;;;;;;;;
85;30,6406;-18,4844;3,1924;-33,1562;18,4531;;;;;;;;;;;;;;;
86;30,8594;-17,5;3,0846;-32,9062;17,4688;;;;;;;;;;;;;;;
87;29,8594;-18,7812;3,1238;-33,0312;18,9219;;;;;;;;;;;;;;;
88;28,7656;-19,25;3,1201;-32,4062;19,0625;;;;;;;;;;;;;;;
89;28,2188;-19,3125;3,0176;-32,4375;19,2656;;;;;;;;;;;;;;;
90;27;-20,0625;3,0559;-31,7656;19,9375;;;;;;;;;;;;;;;
91;27,3438;-18,8125;2,9944;-31,2031;18,5938;;;;;;;;;;;;;;;
92;27,1094;-19,2656;3,0339;-31,1875;19,1719;;;;;;;;;;;;;;;
93;25,75;-19,7188;2,9259;-30,8438;19,8281;;;;;;;;;;;;;;;
94;25,0469;-19,6719;2,9299;-30,0312;19,8281;;;;;;;;;;;;;;;
95;24,1406;-20,2812;2,8619;-30,1406;20,1719;;;;;;;;;;;;;;;
96;24,0938;-20,2656;2,8995;-29,8906;20,2812;;;;;;;;;;;;;;;
97;23,2656;-19,9219;2,7557;-29,4062;19,8594;;;;;;;;;;;;;;;
98;22,6562;-20,2031;2,7254;-29,2031;20,2031;;;;;;;;;;;;;;;
99;21,4219;-20,5781;2,6511;-28,7344;20,75;;;;;;;;;;;;;;;
100;20,5312;-20,9688;2,6735;-28,1094;21,0156;;;;;;;;;;;;;;;
101;20,8125;-20,6406;2,568;-28,5938;20,5;;;;;;;;;;;;;;;
102;19,6094;-20,8281;2,4933;-27,9844;20,9219;;;;;;;;;;;;;;;
103;19,2031;-20,8438;2,5073;-27,5;20,9375;;;;;;;;;;;;;;;
104;18,5625;-20,9688;2,4053;-27,5;20,7969;;;;;;;;;;;;;;;
105;18,8281;-20,6094;2,4246;-27,3438;20,6719;;;;;;;;;;;;;;;
106;17,0938;-21,5625;2,387;-26,75;21,75;;;;;;;;;;;;;;;
107;17,2188;-21,1875;2,378;-26,5312;20,9844;;;;;;;;;;;;;;;
108;16,8125;-20,7656;2,2628;-26,2656;20,75;;;;;;;;;;;;;;;
109;17,0312;-20,4844;2,2761;-26,1094;20,3281;;;;;;;;;;;;;;;
110;15,9766;-20,5625;2,2652;-25,2188;20,6875;;;;;;;;;;;;;;;
111;15,0312;-21,2969;2,2008;-25,3281;21,3281;;;;;;;;;;;;;;;
112;15,5312;-20,3438;2,1987;-24,8438;20,4844;;;;;;;;;;;;;;;
113;14,75;-20,8438;2,1537;-24,8281;20,9844;;;;;;;;;;;;;;;
114;14,1484;-20,8438;2,1051;-24,4844;21,0312;;;;;;;;;;;;;;;
115;13,5703;-21,2812;2,0936;-24,3906;21,2188;;;;;;;;;;;;;;;
116;13,4922;-21,2031;2,0575;-24,4062;21,1719;;;;;;;;;;;;;;;
117;12,375;-21,5;1,9968;-23,9062;21,4219;;;;;;;;;;;;;;;
118;12,6953;-21,3594;2,014;-23,9688;21,4062;;;;;;;;;;;;;;;
119;12,0547;-21,4531;1,9958;-23,5469;21,3594;;;;;;;;;;;;;;;
120;11,1562;-21,9062;1,9553;-23,2812;22,0625;;;;;;;;;;;;;;;
121;9,7188;-23,1094;1,9461;-23,0938;23,1094;;;;;;;;;;;;;;;
122;8,3828;-23,8281;1,9361;-22,5312;23,9688;;;;;;;;;;;;;;;
123;7,8359;-23,8438;1,9158;-22,0938;24,0469;;;;;;;;;;;;;;;
124;7,8555;-23,5469;1,7929;-22,4375;23,4062;;;;;;;;;;;;;;;
125;6,3008;-24,9688;1,8235;-22,1719;24,9688;;;;;;;;;;;;;;;
126;6,1367;-24,9219;1,8152;-22;25,2656;;;;;;;;;;;;;;;
127;5,5078;-25,4688;1,7945;-22;25,4531;;;;;;;;;;;;;;;
128;4,8203;-25,5312;1,7604;-21,5469;25,4375;;;;;;;;;;;;;;;
129;4,8633;-25,0781;1,7361;-21,25;25,1875;;;;;;;;;;;;;;;
130;4,1133;-25,3594;1,6874;-21,0469;25,2812;;;;;;;;;;;;;;;
131;3,6934;-26,1094;1,695;-21,3281;26,1406;;;;;;;;;;;;;;;
132;2,8926;-26,1094;1,6805;-20,5938;26,6406;;;;;;;;;;;;;;;
133;2,1934;-26,6094;1,6428;-20,5938;26,8594;;;;;;;;;;;;;;;
134;2,25;-26,4844;1,6341;-20,5938;26,4844;;;;;;;;;;;;;;;
135;2,1074;-26,0625;1,6071;-20,1562;25,9531;;;;;;;;;;;;;;;
136;2,2559;-25,8125;1,6148;-19,9844;25,7969;;;;;;;;;;;;;;;
137;1,6309;-26,0469;1,5974;-19,7031;26,1719;;;;;;;;;;;;;;;
138;0,709;-26,4219;1,5349;-19,4375;26,5156;;;;;;;;;;;;;;;
139;0,5269;-26,4062;1,5604;-19,1406;26,4844;;;;;;;;;;;;;;;
140;0,3208;-26,4531;1,4769;-19,3594;26,4688;;;;;;;;;;;;;;;
141;0,3567;-26,1562;1,5044;-18,9844;26,2656;;;;;;;;;;;;;;;
142;1,3477;-25,0312;1,461;-19,0938;24,9688;;;;;;;;;;;;;;;
143;1,7949;-24,0781;1,4656;-18,5312;24,1719;;;;;;;;;;;;;;;
144;0,751;-25;1,4156;-18,6562;25,1719;;;;;;;;;;;;;;;
145;0,4868;-25,2812;1,3975;-18,7812;25,3125;;;;;;;;;;;;;;;
146;0,2343;-25,3281;1,4332;-18,3906;25,4375;;;;;;;;;;;;;;;
147;-0,8911;-26,1562;1,4214;-18,1406;26,0156;;;;;;;;;;;;;;;
148;-0,7759;-25,7969;1,3715;-18,1562;25,8281;;;;;;;;;;;;;;;
149;-1,6084;-26,1875;1,3675;-17,7344;26,5625;;;;;;;;;;;;;;;
150;-1,2754;-25,7969;1,3679;-17,6875;25,9531;;;;;;;;;;;;;;;
151;-1,3242;-25,2969;1,2818;-17,5625;25,3594;;;;;;;;;;;;;;;
152;-0,3391;-24,4375;1,3132;-17,5312;24,3125;;;;;;;;;;;;;;;
153;-1,2227;-24,7656;1,2726;-17,1875;25,0938;;;;;;;;;;;;;;;
154;-1,7051;-25,6406;1,3076;-17,4062;25,5;;;;;;;;;;;;;;;
155;-1,6895;-25,0312;1,263;-17,0312;25,25;;;;;;;;;;;;;;;
156;-1,1035;-24,5312;1,2609;-17,1406;24,5312;;;;;;;;;;;;;;;
157;-2,7188;-26,1719;1,2761;-17,0625;26,2344;;;;;;;;;;;;;;;
158;-3,9961;-26,9375;1,2449;-16,7188;26,9531;;;;;;;;;;;;;;;
159;-2,4785;-25,2969;1,2222;-16,6875;25,2812;;;;;;;;;;;;;;;
160;-2,5684;-25,4062;1,2683;-16,5;25,5156;;;;;;;;;;;;;;;
161;-3,7871;-26,3438;1,2215;-16,4688;26,2031;;;;;;;;;;;;;;;
162;-3,1738;-25,6562;1,1834;-16,5625;25,75;;;;;;;;;;;;;;;
163;-3,209;-25,3438;1,1905;-16,1875;25,5312;;;;;;;;;;;;;;;
164;-4,0039;-26,1406;1,1489;-16,3594;26,1406;;;;;;;;;;;;;;;
165;-4,1406;-25,8438;1,1571;-15,9219;26,0938;;;;;;;;;;;;;;;
166;-4,4102;-26,3281;1,1163;-16,3438;26,2344;;;;;;;;;;;;;;;
167;-5,793;-27,5781;1,1517;-16,0156;27,5312;;;;;;;;;;;;;;;
168;-4,7461;-26,4219;1,1281;-16,0156;26,3281;;;;;;;;;;;;;;;
169;-4,2031;-25,5156;1,1357;-15,6328;25,5156;;;;;;;;;;;;;;;
170;-4,5742;-25,9688;1,1026;-15,8906;25,8125;;;;;;;;;;;;;;;
171;-4,9102;-26,0781;1,1387;-15,4844;26,0781;;;;;;;;;;;;;;;
172;-4,4727;-25,3594;1,1368;-15,2344;25,5;;;;;;;;;;;;;;;
173;-6,3477;-26,9844;1,0672;-15,2812;27,0156;;;;;;;;;;;;;;;
174;-5,8828;-26,5938;1,0928;-15,2656;26,7812;;;;;;;;;;;;;;;
175;-6,5625;-27,0156;1,0753;-15,0859;27,0938;;;;;;;;;;;;;;;
176;-6,9141;-27,1562;1,045;-15,0078;27,3125;;;;;;;;;;;;;;;
177;-7,3164;-27,75;1,0661;-15,0938;27,7344;;;;;;;;;;;;;;;
178;-7,5547;-27,9062;1,0707;-15,0078;27,5469;;;;;;;;;;;;;;;
179;-6,7578;-26,9062;1,0318;-14,9844;26,8438;;;;;;;;;;;;;;;
180;-6,7695;-26,8438;1,0175;-14,9844;26,6406;;;;;;;;;;;;;;;
181;-7,6172;-27,6719;1,0295;-14,8906;27,6719;;;;;;;;;;;;;;;
182;-7,3594;-27,0938;1,0069;-14,7344;27,1875;;;;;;;;;;;;;;;
183;-7,2383;-26,9062;1,0042;-14,6484;26,8438;;;;;;;;;;;;;;;
184;-7,0039;-26,5781;1,043;-14,3672;26,4219;;;;;;;;;;;;;;;
185;-6,9336;-26,2344;0,9885;-14,3203;26,1719;;;;;;;;;;;;;;;
186;-8,0234;-27,25;0,9873;-14,2734;27,4844;;;;;;;;;;;;;;;
187;-7,3633;-26,4375;0,9715;-14,2109;26,4219;;;;;;;;;;;;;;;
188;-7,7734;-26,7969;0,9581;-14,2344;26,75;;;;;;;;;;;;;;;
189;-7,9492;-26,8281;0,9466;-14,1641;26,7656;;;;;;;;;;;;;;;
190;-7,4102;-26,0312;0,9492;-13,875;25,9531;;;;;;;;;;;;;;;
191;-6,9414;-25,8438;0,9537;-14,1328;25,7812;;;;;;;;;;;;;;;
192;-6,1914;-24,7188;0,9327;-13,8438;24,5781;;;;;;;;;;;;;;;
193;-5,0117;-23,5;0,9174;-13,8828;23,5469;;;;;;;;;;;;;;;
194;-4,8828;-23,5;0,9309;-13,9531;23,3438;;;;;;;;;;;;;;;
195;-6,0703;-24,5156;0,914;-13,8906;24,75;;;;;;;;;;;;;;;
196;-4,7305;-22,9375;0,9289;-13,5781;23,0781;;;;;;;;;;;;;;;
197;-4,2617;-22,3438;0,9024;-13,5938;22,4531;;;;;;;;;;;;;;;
198;-4,7148;-22,7344;0,9001;-13,5078;22,7969;;;;;;;;;;;;;;;
199;-2,2832;-20,0938;0,8966;-13,3281;20,0625;;;;;;;;;;;;;;;
200;-2,0996;-19,9062;0,8655;-13,4922;19,8281;;;;;;;;;;;;;;;
201;-1,6455;-19,4688;0,8837;-13,4062;19,4219;;;;;;;;;;;;;;;
202;-1,7812;-19,4844;0,8674;-13,3672;19,5781;;;;;;;;;;;;;;;
203;-0,1934;-17,8438;0,8612;-13,3594;17,9531;;;;;;;;;;;;;;;
204;-2,0234;-19,4844;0,891;-13;19,4844;;;;;;;;;;;;;;;
205;-1,0312;-18,6562;0,8684;-13,2578;18,5938;;;;;;;;;;;;;;;
206;-0,4119;-17,9688;0,8788;-13,1562;17,9062;;;;;;;;;;;;;;;
207;-1,0518;-18,2969;0,8652;-12,9297;18,2031;;;;;;;;;;;;;;;
208;-1,2207;-18,4531;0,8199;-13,1406;18,6406;;;;;;;;;;;;;;;
209;-1,2305;-18,3906;0,8372;-12,9688;18,3906;;;;;;;;;;;;;;;
210;-0,5884;-17,6094;0,8374;-12,8438;17,5312;;;;;;;;;;;;;;;
211;-0,7466;-17,7344;0,8237;-12,8672;17,7188;;;;;;;;;;;;;;;
212;-0,2617;-17,0938;0,8174;-12,75;17,0312;;;;;;;;;;;;;;;
213;0,2391;-16,6562;0,8192;-12,7891;16,7812;;;;;;;;;;;;;;;
214;0,0467;-16,7188;0,8007;-12,75;16,9219;;;;;;;;;;;;;;;
215;1,1562;-15,5;0,8289;-12,5156;15,5312;;;;;;;;;;;;;;;
216;1,6982;-14,8984;0,811;-12,5469;15,1172;;;;;;;;;;;;;;;
217;2,1113;-14,3906;0,8063;-12,4688;14,2812;;;;;;;;;;;;;;;
218;3,0391;-13,2969;0,7963;-12,3516;13,3047;;;;;;;;;;;;;;;
219;2,6191;-13,8906;0,7794;-12,6172;13,7188;;;;;;;;;;;;;;;
220;3,1543;-13,0469;0,7811;-12,2812;13,0312;;;;;;;;;;;;;;;
221;2,7793;-13,4141;0,7917;-12,2422;13,5391;;;;;;;;;;;;;;;
222;3,4961;-12,7891;0,7832;-12,3828;12,6797;;;;;;;;;;;;;;;
223;3,4121;-12,7344;0,7749;-12,2812;12,7812;;;;;;;;;;;;;;;
224;3,4805;-12,6016;0,7568;-12,2969;12,4922;;;;;;;;;;;;;;;
225;3,4414;-12,4609;0,7729;-12,0312;12,5703;;;;;;;;;;;;;;;
226;3,8887;-11,875;0,7441;-12,0469;11,9688;;;;;;;;;;;;;;;
227;3,9727;-11,9141;0,763;-12,0781;12,0234;;;;;;;;;;;;;;;
228;4,4141;-11,4844;0,7447;-12,1641;11,5469;;;;;;;;;;;;;;;
229;4,8789;-10,8828;0,7386;-12,0703;10,7969;;;;;;;;;;;;;;;
230;4,3281;-11,2031;0,7561;-11,7266;11,25;;;;;;;;;;;;;;;
231;5,6328;-9,8984;0,7388;-11,8438;9,8281;;;;;;;;;;;;;;;
232;6,9219;-8,6172;0,7501;-11,7891;8,7422;;;;;;;;;;;;;;;
233;7,1133;-8,4141;0,7321;-11,8672;8,3594;;;;;;;;;;;;;;;
234;7,6484;-7,7422;0,7276;-11,7656;7,7852;;;;;;;;;;;;;;;
235;6,7344;-8,6641;0,7245;-11,7734;8,6484;;;;;;;;;;;;;;;
236;8,4062;-6,5586;0,7122;-11,4141;6,5781;;;;;;;;;;;;;;;
237;7,0859;-7,8984;0,7103;-11,4297;8,0312;;;;;;;;;;;;;;;
238;8,2656;-6,7656;0,7023;-11,5156;6,7852;;;;;;;;;;;;;;;
239;8,6953;-6,1406;0,6875;-11,3984;6,0977;;;;;;;;;;;;;;;
240;7,793;-7,1133;0,7043;-11,3828;7,0859;;;;;;;;;;;;;;;
241;7,7148;-7,2539;0,7143;-11,3984;7,3555;;;;;;;;;;;;;;;
242;7,6172;-7,1484;0,6867;-11,3359;7,2344;;;;;;;;;;;;;;;
243;7,8828;-6,9258;0,697;-11,3281;6,9102;;;;;;;;;;;;;;;
244;7,8945;-6,9883;0,6881;-11,4531;6,9844;;;;;;;;;;;;;;;
245;8,4922;-6,1836;0,6941;-11,2031;6,1367;;;;;;;;;;;;;;;
246;7,9766;-6,5625;0,6589;-11,2344;6,5586;;;;;;;;;;;;;;;
247;7,6602;-6,8711;0,6517;-11,2734;6,8633;;;;;;;;;;;;;;;
248;7,1797;-7,2617;0,679;-11,0469;7,3086;;;;;;;;;;;;;;;
249;7,6445;-6,7891;0,6666;-11,1016;6,8008;;;;;;;;;;;;;;;
250;7,7656;-6,6328;0,67;-11,0391;6,6172;;;;;;;;;;;;;;;
251;7,6094;-6,8477;0,6587;-11,1562;6,8281;;;;;;;;;;;;;;;
252;7,6328;-6,7305;0,6393;-11,1562;6,6914;;;;;;;;;;;;;;;
253;8,0938;-6,3203;0,6572;-11,1328;6,2539;;;;;;;;;;;;;;;
254;7,4219;-6,957;0,6659;-11,0469;6,9727;;;;;;;;;;;;;;;
255;7,5273;-6,7227;0,6539;-10,9844;6,6523;;;;;;;;;;;;;;;
256;9,375;-4,6953;0,6267;-10,9297;4,6914;;;;;;;;;;;;;;;
257;8,4219;-5,7109;0,6474;-10,8984;5,6797;;;;;;;;;;;;;;;
258;7,6641;-6,5156;0,6432;-10,9688;6,5234;;;;;;;;;;;;;;;
259;7,6602;-6,5156;0,642;-10,9766;6,5039;;;;;;;;;;;;;;;
260;8,4844;-5,5664;0,6256;-10,9297;5,5664;;;;;;;;;;;;;;;
261;8,8047;-5,3945;0,6469;-10,9766;5,2422;;;;;;;;;;;;;;;
262;8,75;-5,1641;0,6351;-10,7422;5,207;;;;;;;;;;;;;;;
263;8,4297;-5,4609;0,6462;-10,6797;5,4766;;;;;;;;;;;;;;;
264;8,4453;-5,5117;0,6419;-10,75;5,3828;;;;;;;;;;;;;;;
265;8,3906;-5,4844;0,6389;-10,6953;5,5078;;;;;;;;;;;;;;;
266;9,2969;-4,4844;0,6319;-10,625;4,5156;;;;;;;;;;;;;;;
267;8,6797;-5,043;0,628;-10,5938;5,0391;;;;;;;;;;;;;;;
268;9,8438;-3,8652;0,6094;-10,6562;4,0039;;;;;;;;;;;;;;;
269;9,4766;-4,3047;0,612;-10,7188;4,3516;;;;;;;;;;;;;;;
270;9,4297;-4,207;0,6183;-10,5391;4,2422;;;;;;;;;;;;;;;
271;10,3672;-3,375;0,6066;-10,6953;3,2871;;;;;;;;;;;;;;;
272;9,6641;-4,043;0,6127;-10,6562;3,9277;;;;;;;;;;;;;;;
273;11,0234;-2,4922;0,6099;-10,4766;2,5527;;;;;;;;;;;;;;;
274;9,3438;-4,168;0,6046;-10,4766;4,1641;;;;;;;;;;;;;;;
275;10,1797;-3,2461;0,594;-10,4609;3,3203;;;;;;;;;;;;;;;
276;9,1172;-4,3789;0,6075;-10,4453;4,4766;;;;;;;;;;;;;;;
277;9,25;-4,2266;0,5973;-10,4922;4,2305;;;;;;;;;;;;;;;
278;9,2578;-4,1719;0,6005;-10,4062;4,1914;;;;;;;;;;;;;;;
279;9,9688;-3,5664;0,5969;-10,5469;3,4883;;;;;;;;;;;;;;;
280;10,6719;-2,752;0,5903;-10,4766;2,7129;;;;;;;;;;;;;;;
281;9,5859;-3,8359;0,6037;-10,3906;3,9336;;;;;;;;;;;;;;;
282;9,1172;-4,2305;0,6034;-10,3359;4,2109;;;;;;;;;;;;;;;
283;9,875;-3,4141;0,5912;-10,3438;3,5566;;;;;;;;;;;;;;;
284;8,6094;-4,707;0,6083;-10,2734;4,8516;;;;;;;;;;;;;;;
285;9,375;-3,8418;0,5945;-10,2344;3,9395;;;;;;;;;;;;;;;
286;9,1641;-4,1094;0,5883;-10,3359;4,0352;;;;;;;;;;;;;;;
287;9,5703;-3,5859;0,5883;-10,2031;3,7637;;;;;;;;;;;;;;;
288;10,875;-2,291;0,5887;-10,2344;2,1953;;;;;;;;;;;;;;;
289;9,9453;-3,1875;0,5804;-10,2344;3,291;;;;;;;;;;;;;;;
290;9,5391;-3,7012;0,5816;-10,3359;3,5938;;;;;;;;;;;;;;;
291;8,9766;-3,9922;0,5728;-10,1094;4,0781;;;;;;;;;;;;;;;
292;9,4297;-3,6426;0,5884;-10,1328;3,6074;;;;;;;;;;;;;;;
293;9,8828;-3,0586;0,582;-10,0312;3,0195;;;;;;;;;;;;;;;
294;8,5859;-4,543;0,59;-10,1562;4,4453;;;;;;;;;;;;;;;
295;8,1953;-4,8633;0,58;-10,1562;4,9219;;;;;;;;;;;;;;;
296;8,9609;-3,9102;0,5836;-9,9609;3,8887;;;;;;;;;;;;;;;
297;9,5859;-3,1387;0,5557;-9,9531;3,1895;;;;;;;;;;;;;;;
298;10,1016;-2,791;0,5891;-9,9531;2,7578;;;;;;;;;;;;;;;
299;9,1797;-3,6738;0,5565;-10,0859;3,8242;;;;;;;;;;;;;;;
300;8,3047;-4,5898;0,5531;-10,1172;4,5742;;;;;;;;;;;;;;;
301;7,9297;-4,8008;0,5542;-9,9531;4,8594;;;;;;;;;;;;;;;
302;7,7305;-5,1484;0,5616;-10,0703;5,0977;;;;;;;;;;;;;;;
303;8,5078;-4,1602;0,5442;-9,9609;4,2852;;;;;;;;;;;;;;;
304;7,8594;-4,8555;0,5742;-9,8359;4,8047;;;;;;;;;;;;;;;
305;8,5469;-4,2148;0,5546;-10;4,2773;;;;;;;;;;;;;;;
306;8,6094;-4,0703;0,5519;-9,9219;3,9961;;;;;;;;;;;;;;;
307;8,0938;-4,5742;0,5552;-9,8984;4,668;;;;;;;;;;;;;;;
308;8,1797;-4,4648;0,5637;-9,8359;4,5781;;;;;;;;;;;;;;;
309;9,0703;-3,4961;0,5579;-9,7734;3,5215;;;;;;;;;;;;;;;
310;7,3086;-5,3789;0,5518;-9,9141;5,457;;;;;;;;;;;;;;;
311;6,6875;-5,9258;0,5554;-9,8359;5,9805;;;;;;;;;;;;;;;
312;6,8633;-5,7656;0,5403;-9,9219;5,6133;;;;;;;;;;;;;;;
313;7,4766;-5,168;0,5643;-9,8281;5,2109;;;;;;;;;;;;;;;
314;6,8086;-5,6094;0,5366;-9,7344;5,6836;;;;;;;;;;;;;;;
315;6,4844;-6,0625;0,556;-9,7734;6,082;;;;;;;;;;;;;;;
316;7,7344;-4,6836;0,5576;-9,625;4,7734;;;;;;;;;;;;;;;
317;7,9453;-4,5625;0,5423;-9,7969;4,625;;;;;;;;;;;;;;;
318;7,1719;-5,2773;0,5432;-9,7422;5,2891;;;;;;;;;;;;;;;
