LevelPath,AgentName,GameStatus,Completion,Lives,Coins,TimeLeft,Mushrooms,FireFlowers,TileCoins,BricksDestroyed,Jumps,MaxXJump,MaxJumpAirTime,KillsTotal,KillsStomp,KillsFire,KillsShell,KillsFall,Coherence,Leniency,Linearity,GroundSegments,StructuralDiversity,UnjumpableHoles,TotalVerticalHoles,LargeVerticalHolesDetail
"./levels/generated/GANGeneratorTF/111.txt","AndySloaneAgent",LOSE,95.51,0,0,12,0,0,0,0,19,233.72,25,10,4,0,0,6,1.00,-130,2.206747,26,70.00,0,8,""
"./levels/generated/GANGeneratorTF/25.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,23,129.64,15,0,0,0,0,0,1.00,-40,1.087003,17,43.00,0,5,""
"./levels/generated/GANGeneratorTF/56.txt","AndySloaneAgent",LOSE,34.18,0,0,17,0,0,0,0,8,129.64,15,0,0,0,0,0,0.18,-67,2.720429,22,58.00,0,8,"[25-30:6];[53-61:9];[130-137:8]"
"./levels/generated/GANGeneratorTF/45.txt","AndySloaneAgent",TIME_OUT,51.16,0,0,0,0,0,0,0,44,129.64,15,0,0,0,0,0,1.00,-34,1.852538,22,37.00,0,15,"[80-85:6];[109-115:7]"
"./levels/generated/GANGeneratorTF/17.txt","AndySloaneAgent",LOSE,18.45,0,0,15,0,0,0,0,15,129.64,15,0,0,0,0,0,1.00,-261,4.844549,47,169.00,0,1,""
"./levels/generated/GANGeneratorTF/65.txt","AndySloaneAgent",TIME_OUT,73.80,0,0,0,0,0,0,0,52,133.95,15,0,0,0,0,0,0.95,-61,0.732461,22,31.00,1,16,"[82-87:6];[115-121:7];[123-136:14];[138-144:7]"
"./levels/generated/GANGeneratorTF/47.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,26,166.69,17,4,1,0,0,3,1.00,-51,2.676697,31,75.00,0,10,""
"./levels/generated/GANGeneratorTF/60.txt","AndySloaneAgent",LOSE,67.54,0,0,14,0,0,0,0,17,144.08,15,5,0,0,0,5,1.00,-62,2.077024,27,55.00,0,14,"[98-103:6]"
"./levels/generated/GANGeneratorTF/10.txt","AndySloaneAgent",LOSE,37.71,0,0,17,0,0,0,0,8,283.73,31,5,2,0,0,3,1.00,-148,2.569393,31,90.00,0,9,""
"./levels/generated/GANGeneratorTF/68.txt","AndySloaneAgent",TIME_OUT,25.80,0,0,0,0,0,0,0,42,129.64,15,0,0,0,0,0,0.94,-60,1.040643,15,30.00,2,8,"[38-46:9];[95-100:6];[115-120:6];[125-143:19]"
"./levels/generated/GANGeneratorTF/107.txt","AndySloaneAgent",TIME_OUT,75.08,0,0,0,0,0,0,0,43,157.35,15,1,0,0,0,1,0.85,-97,0.304784,14,30.00,1,11,"[77-83:7];[111-124:14]"
"./levels/generated/GANGeneratorTF/50.txt","AndySloaneAgent",LOSE,32.84,0,0,17,0,0,0,0,6,129.64,15,5,4,0,0,1,0.97,-125,7.142095,28,132.00,0,6,""
"./levels/generated/GANGeneratorTF/31.txt","AndySloaneAgent",TIME_OUT,58.16,0,0,0,0,0,0,0,44,138.65,15,0,0,0,0,0,1.00,-34,0.899584,16,28.00,0,13,""
"./levels/generated/GANGeneratorTF/67.txt","AndySloaneAgent",LOSE,42.27,0,0,14,0,0,0,0,15,146.93,15,5,2,0,0,3,1.00,-169,2.739229,22,88.00,0,3,""
"./levels/generated/GANGeneratorTF/93.txt","AndySloaneAgent",LOSE,98.04,0,0,9,0,0,0,0,27,233.01,25,5,2,0,0,3,1.00,-124,2.277628,17,59.00,0,7,""
"./levels/generated/GANGeneratorTF/13.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,22,160.88,15,2,1,0,0,1,0.76,-40,1.217773,14,42.00,0,9,"[114-119:6]"
"./levels/generated/GANGeneratorTF/101.txt","AndySloaneAgent",LOSE,52.87,0,0,15,0,0,0,0,13,129.64,15,1,0,0,0,1,1.00,-70,1.352060,25,45.00,0,11,"[68-73:6];[120-126:7];[128-135:8];[140-148:9]"
"./levels/generated/GANGeneratorTF/14.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,21,189.13,20,20,6,0,0,14,1.00,-107,3.160710,34,93.00,0,10,""
"./levels/generated/GANGeneratorTF/3.txt","AndySloaneAgent",LOSE,34.58,0,0,17,0,0,0,0,9,129.64,17,0,0,0,0,0,1.00,-96,3.790806,27,88.00,0,8,""
"./levels/generated/GANGeneratorTF/51.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,19,148.60,16,6,5,0,0,1,0.99,-101,4.746643,23,69.00,0,6,""
"./levels/generated/GANGeneratorTF/103.txt","AndySloaneAgent",LOSE,22.07,0,0,18,0,0,0,0,6,129.64,15,0,0,0,0,0,1.00,-84,0.999908,18,38.00,1,11,"[116-123:8];[131-136:6];[138-149:12]"
"./levels/generated/GANGeneratorTF/77.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,18,357.63,39,12,8,0,0,4,1.00,-139,4.971979,21,98.00,0,4,""
"./levels/generated/GANGeneratorTF/49.txt","AndySloaneAgent",LOSE,78.38,0,0,14,0,0,0,0,14,143.52,16,1,0,0,0,1,1.00,-76,2.560710,28,57.00,0,10,""
"./levels/generated/GANGeneratorTF/106.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,25,203.94,25,4,3,0,0,1,1.00,-72,2.224159,23,55.00,0,7,""
"./levels/generated/GANGeneratorTF/33.txt","AndySloaneAgent",LOSE,39.32,0,0,17,0,0,0,0,7,135.43,15,0,0,0,0,0,1.00,-48,2.291320,19,45.00,0,7,"[61-68:8];[73-79:7]"
"./levels/generated/GANGeneratorTF/82.txt","AndySloaneAgent",LOSE,45.47,0,0,15,0,0,0,0,12,351.94,42,10,3,0,0,7,1.00,-149,1.945676,23,78.00,0,9,"[118-124:7]"
"./levels/generated/GANGeneratorTF/16.txt","AndySloaneAgent",TIME_OUT,37.57,0,0,0,0,0,0,0,43,129.64,15,0,0,0,0,0,1.00,-39,1.087870,24,38.00,0,8,"[59-64:6]"
"./levels/generated/GANGeneratorTF/79.txt","AndySloaneAgent",LOSE,44.48,0,0,16,0,0,0,0,8,242.11,26,5,3,0,0,2,1.00,-135,2.485677,16,53.00,0,4,""
"./levels/generated/GANGeneratorTF/18.txt","AndySloaneAgent",TIME_OUT,96.52,0,0,0,0,0,0,0,43,219.57,25,4,2,0,0,2,0.99,-116,1.506141,13,45.00,1,6,"[142-148:7]"
"./levels/generated/GANGeneratorTF/75.txt","AndySloaneAgent",TIME_OUT,65.72,0,0,0,0,0,0,0,44,129.64,15,0,0,0,0,0,0.79,-53,1.109499,21,44.00,2,11,"[97-109:13];[125-137:13]"
"./levels/generated/GANGeneratorTF/105.txt","AndySloaneAgent",LOSE,44.08,0,0,17,0,0,0,0,9,129.64,15,1,0,0,0,1,0.15,-83,2.884929,18,75.00,0,4,"[25-30:6];[55-61:7]"
"./levels/generated/GANGeneratorTF/24.txt","AndySloaneAgent",TIME_OUT,45.45,0,0,0,0,0,0,0,44,129.64,15,0,0,0,0,0,1.00,-38,1.040043,17,36.00,0,8,"[71-76:6];[80-86:7]"
"./levels/generated/GANGeneratorTF/5.txt","AndySloaneAgent",LOSE,77.49,0,0,14,0,0,0,0,18,129.64,15,0,0,0,0,0,0.99,-59,1.795556,21,37.00,2,13,"[38-43:6];[98-104:7];[129-146:18]"
"./levels/generated/GANGeneratorTF/54.txt","AndySloaneAgent",LOSE,18.45,0,0,15,0,0,0,0,15,129.64,15,0,0,0,0,0,1.00,-136,6.327353,43,132.00,0,7,"[47-53:7]"
"./levels/generated/GANGeneratorTF/59.txt","AndySloaneAgent",TIME_OUT,84.03,0,0,0,0,0,0,0,43,187.55,21,2,2,0,0,0,0.94,-79,0.976949,16,40.00,3,9,"[39-46:8];[125-135:11];[139-144:6]"
"./levels/generated/GANGeneratorTF/52.txt","AndySloaneAgent",LOSE,33.42,0,0,17,0,0,0,0,9,129.64,15,1,0,0,0,1,1.00,-77,4.379582,20,55.00,0,8,"[25-30:6]"
"./levels/generated/GANGeneratorTF/118.txt","AndySloaneAgent",LOSE,18.45,0,0,17,0,0,0,0,10,149.88,19,1,1,0,0,0,1.00,-210,4.607156,57,183.00,0,0,""
"./levels/generated/GANGeneratorTF/15.txt","AndySloaneAgent",LOSE,74.33,0,0,14,0,0,0,0,18,129.64,15,0,0,0,0,0,1.00,-42,1.686497,23,55.00,0,9,"[108-115:8]"
"./levels/generated/GANGeneratorTF/39.txt","AndySloaneAgent",WIN,100.00,0,0,13,0,0,0,0,20,145.29,21,3,3,0,0,0,1.00,-49,2.134841,20,50.00,0,5,"[73-78:6]"
"./levels/generated/GANGeneratorTF/70.txt","AndySloaneAgent",TIME_OUT,81.10,0,0,0,0,0,0,0,42,165.68,23,3,1,0,0,2,0.80,-84,2.012687,22,50.00,1,13,"[92-99:8];[120-129:10];[140-146:7]"
"./levels/generated/GANGeneratorTF/102.txt","AndySloaneAgent",TIME_OUT,76.35,0,0,0,0,0,0,0,42,292.88,29,2,2,0,0,0,0.92,-104,0.711725,13,42.00,1,7,"[113-129:17];[141-149:9]"
"./levels/generated/GANGeneratorTF/28.txt","AndySloaneAgent",TIME_OUT,61.01,0,0,0,0,0,0,0,47,165.22,19,5,2,0,0,3,1.00,-106,2.735965,40,86.00,0,16,"[120-125:6]"
"./levels/generated/GANGeneratorTF/35.txt","AndySloaneAgent",TIME_OUT,72.44,0,0,0,0,0,0,0,39,129.64,15,15,7,0,0,8,1.00,-222,4.540723,36,121.00,0,2,""
"./levels/generated/GANGeneratorTF/85.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,22,229.11,27,14,5,0,0,9,1.00,-143,3.624274,31,103.00,0,8,""
"./levels/generated/GANGeneratorTF/41.txt","AndySloaneAgent",LOSE,39.32,0,0,17,0,0,0,0,7,135.43,15,0,0,0,0,0,1.00,-44,2.127500,21,46.00,0,12,"[60-67:8];[75-80:6]"
"./levels/generated/GANGeneratorTF/43.txt","AndySloaneAgent",TIME_OUT,37.24,0,0,0,0,0,0,0,42,129.64,15,0,0,0,0,0,0.39,-62,2.685224,16,47.00,0,7,"[54-63:10]"
"./levels/generated/GANGeneratorTF/27.txt","AndySloaneAgent",TIME_OUT,26.45,0,0,0,0,0,0,0,41,129.64,27,1,1,0,0,0,0.98,-68,1.219659,19,39.00,2,12,"[38-45:8];[116-121:6];[124-145:22]"
"./levels/generated/GANGeneratorTF/42.txt","AndySloaneAgent",WIN,100.00,0,1,12,0,0,0,0,20,288.63,32,7,2,0,0,5,1.00,-104,4.189496,23,67.00,0,11,""
"./levels/generated/GANGeneratorTF/2.txt","AndySloaneAgent",TIME_OUT,29.12,0,0,0,0,0,0,0,44,129.64,15,1,0,0,0,1,1.00,-86,3.736797,32,70.00,0,13,""
"./levels/generated/GANGeneratorTF/36.txt","AndySloaneAgent",LOSE,98.85,0,1,11,0,0,0,0,16,146.93,15,13,7,0,0,6,1.00,-177,2.666474,21,96.00,0,4,""
"./levels/generated/GANGeneratorTF/90.txt","AndySloaneAgent",WIN,100.00,0,0,14,0,0,0,0,16,208.83,22,2,2,0,0,0,1.00,-50,1.926508,20,48.00,0,13,"[72-77:6]"
"./levels/generated/GANGeneratorTF/7.txt","AndySloaneAgent",LOSE,32.94,0,0,17,0,0,0,0,9,129.64,15,0,0,0,0,0,0.97,-71,2.127382,22,52.00,0,9,""
"./levels/generated/GANGeneratorTF/72.txt","AndySloaneAgent",WIN,100.00,0,2,12,0,0,0,0,19,410.82,39,13,8,0,0,5,1.00,-121,4.273427,32,107.00,0,6,""
"./levels/generated/GANGeneratorTF/4.txt","AndySloaneAgent",TIME_OUT,94.21,0,0,0,0,0,0,0,43,337.00,43,19,10,0,0,9,1.00,-149,6.000932,35,111.00,0,7,""
"./levels/generated/GANGeneratorTF/71.txt","AndySloaneAgent",LOSE,67.33,0,0,14,0,0,0,0,15,132.00,15,2,0,0,0,2,1.00,-44,2.077586,26,52.00,0,11,"[109-116:8]"
"./levels/generated/GANGeneratorTF/69.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,19,300.75,29,5,3,0,0,2,1.00,-134,1.461038,13,54.00,0,4,""
"./levels/generated/GANGeneratorTF/99.txt","AndySloaneAgent",TIME_OUT,61.37,0,0,0,0,0,0,0,40,310.53,33,4,3,0,0,1,1.00,-100,1.714601,33,62.00,0,12,""
"./levels/generated/GANGeneratorTF/108.txt","AndySloaneAgent",WIN,100.00,0,1,11,0,0,0,0,26,149.17,17,2,2,0,0,0,0.50,-44,2.236220,24,58.00,0,7,"[75-82:8]"
"./levels/generated/GANGeneratorTF/12.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,26,129.64,15,3,0,0,0,3,1.00,-50,2.585895,22,58.00,0,8,"[62-68:7]"
"./levels/generated/GANGeneratorTF/38.txt","AndySloaneAgent",LOSE,21.82,0,0,18,0,0,0,0,6,129.64,15,0,0,0,0,0,1.00,-110,1.132863,19,41.00,2,11,"[39-46:8];[141-149:9]"
"./levels/generated/GANGeneratorTF/109.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,20,138.65,16,7,6,0,0,1,0.99,-72,2.040907,23,60.00,0,8,""
"./levels/generated/GANGeneratorTF/119.txt","AndySloaneAgent",LOSE,18.45,0,0,15,0,0,0,0,15,129.64,15,0,0,0,0,0,1.00,-165,8.777284,64,173.00,0,9,""
"./levels/generated/GANGeneratorTF/92.txt","AndySloaneAgent",TIME_OUT,82.85,0,1,0,0,0,0,0,44,238.77,24,40,5,0,0,35,1.00,-89,3.344163,34,89.00,0,11,""
"./levels/generated/GANGeneratorTF/115.txt","AndySloaneAgent",TIME_OUT,72.14,0,0,0,0,0,0,0,46,141.63,15,1,0,0,0,1,0.31,-39,1.715344,21,53.00,1,11,"[38-45:8];[89-94:6];[107-116:10]"
"./levels/generated/GANGeneratorTF/6.txt","AndySloaneAgent",TIME_OUT,49.93,0,0,0,0,0,0,0,42,214.04,23,2,2,0,0,0,1.00,-40,1.775228,15,38.00,0,4,"[75-82:8]"
"./levels/generated/GANGeneratorTF/40.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,20,129.64,15,5,3,0,0,2,1.00,-99,4.989081,21,78.00,0,6,""
"./levels/generated/GANGeneratorTF/121.txt","AndySloaneAgent",WIN,100.00,0,1,11,0,0,0,0,19,259.72,27,15,8,0,0,7,1.00,-144,4.952516,29,107.00,0,4,""
"./levels/generated/GANGeneratorTF/19.txt","AndySloaneAgent",LOSE,20.06,0,0,15,0,0,0,0,15,129.64,15,0,0,0,0,0,1.00,-142,8.520854,42,135.00,1,11,"[87-93:7]"
"./levels/generated/GANGeneratorTF/46.txt","AndySloaneAgent",LOSE,40.65,0,0,17,0,0,0,0,8,145.87,15,0,0,0,0,0,1.00,-63,2.544293,23,50.00,0,8,""
"./levels/generated/GANGeneratorTF/120.txt","AndySloaneAgent",LOSE,69.36,0,0,14,0,0,0,0,14,244.18,26,9,4,0,0,5,1.00,-164,1.742315,28,90.00,0,9,""
"./levels/generated/GANGeneratorTF/76.txt","AndySloaneAgent",TIME_OUT,95.96,0,0,0,0,0,0,0,44,140.51,18,5,3,0,0,2,1.00,-111,0.787777,16,45.00,1,10,"[142-149:8]"
"./levels/generated/GANGeneratorTF/94.txt","AndySloaneAgent",TIME_OUT,34.59,0,0,0,0,0,0,0,44,129.64,16,0,0,0,0,0,0.84,-43,0.590071,11,25.00,1,5,"[52-62:11];[64-76:13];[87-149:63]"
"./levels/generated/GANGeneratorTF/74.txt","AndySloaneAgent",LOSE,33.23,0,0,17,0,0,0,0,6,129.64,15,3,1,0,0,2,1.00,-125,8.108403,39,142.00,0,11,"[138-143:6]"
"./levels/generated/GANGeneratorTF/78.txt","AndySloaneAgent",TIME_OUT,68.16,0,0,0,0,0,0,0,37,402.72,45,10,7,0,0,3,1.00,-212,5.036235,45,137.00,0,3,""
"./levels/generated/GANGeneratorTF/55.txt","AndySloaneAgent",TIME_OUT,55.07,0,0,0,0,0,0,0,49,138.65,15,0,0,0,0,0,0.53,-36,0.768005,14,27.00,0,4,"[81-93:13]"
"./levels/generated/GANGeneratorTF/100.txt","AndySloaneAgent",LOSE,99.17,0,0,12,0,0,0,0,22,155.12,15,0,0,0,0,0,0.30,-31,0.930302,18,33.00,1,10,"[42-47:6];[114-120:7]"
"./levels/generated/GANGeneratorTF/87.txt","AndySloaneAgent",TIME_OUT,45.78,0,0,0,0,0,0,0,50,129.64,15,0,0,0,0,0,0.99,-63,2.349924,21,58.00,0,9,"[54-62:9]"
"./levels/generated/GANGeneratorTF/88.txt","AndySloaneAgent",WIN,100.00,0,0,10,0,0,0,0,24,145.51,22,5,1,0,0,4,1.00,-59,3.160043,30,72.00,0,7,"[60-65:6]"
"./levels/generated/GANGeneratorTF/11.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,23,274.69,30,2,2,0,0,0,1.00,-39,1.797185,23,42.00,0,15,"[110-115:6]"
"./levels/generated/GANGeneratorTF/73.txt","AndySloaneAgent",LOSE,96.99,0,0,9,0,0,0,0,25,279.99,27,5,2,0,0,3,1.00,-118,2.360851,17,59.00,0,7,""
"./levels/generated/GANGeneratorTF/123.txt","AndySloaneAgent",TIME_OUT,50.39,0,0,0,0,0,0,0,43,129.64,15,0,0,0,0,0,1.00,-39,1.240771,14,37.00,0,6,""
"./levels/generated/GANGeneratorTF/112.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,25,129.64,15,0,0,0,0,0,0.51,-35,0.810425,14,30.00,0,4,"[80-85:6]"
"./levels/generated/GANGeneratorTF/20.txt","AndySloaneAgent",LOSE,20.07,0,0,17,0,0,0,0,10,149.88,19,1,1,0,0,0,0.99,-215,3.696400,58,199.00,0,0,""
"./levels/generated/GANGeneratorTF/117.txt","AndySloaneAgent",TIME_OUT,25.53,0,0,0,0,0,0,0,43,129.64,15,0,0,0,0,0,0.51,-48,1.807528,16,31.00,3,13,"[38-46:9];[51-62:12];[98-111:14];[129-140:12]"
"./levels/generated/GANGeneratorTF/29.txt","AndySloaneAgent",LOSE,44.32,0,0,16,0,0,0,0,7,129.64,15,6,3,0,0,3,1.00,-174,1.933469,23,91.00,0,8,""
"./levels/generated/GANGeneratorTF/64.txt","AndySloaneAgent",TIME_OUT,78.45,0,0,0,0,0,0,0,43,243.42,23,2,2,0,0,0,1.00,-70,0.817776,14,33.00,0,9,"[94-99:6];[117-149:33]"
"./levels/generated/GANGeneratorTF/89.txt","AndySloaneAgent",LOSE,37.19,0,0,16,0,0,0,0,10,153.30,15,6,2,0,0,4,1.00,-163,3.198787,19,90.00,0,5,""
"./levels/generated/GANGeneratorTF/114.txt","AndySloaneAgent",LOSE,17.91,0,0,19,0,0,0,0,4,130.80,15,0,0,0,0,0,1.00,-170,1.862830,20,65.00,0,4,""
"./levels/generated/GANGeneratorTF/95.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,23,138.65,15,0,0,0,0,0,1.00,-40,0.918302,18,36.00,0,10,"[80-85:6]"
"./levels/generated/GANGeneratorTF/62.txt","AndySloaneAgent",LOSE,24.53,0,0,18,0,0,0,0,6,129.64,15,2,1,0,0,1,0.90,-113,1.153422,20,46.00,0,9,"[116-129:14];[143-148:6]"
"./levels/generated/GANGeneratorTF/30.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,22,129.64,15,2,0,0,0,2,1.00,-76,2.421361,29,52.00,0,9,""
"./levels/generated/GANGeneratorTF/48.txt","AndySloaneAgent",LOSE,35.45,0,0,17,0,0,0,0,8,146.83,18,1,1,0,0,0,1.00,-81,2.170853,26,68.00,0,9,""
"./levels/generated/GANGeneratorTF/84.txt","AndySloaneAgent",TIME_OUT,35.73,0,0,0,0,0,0,0,41,138.65,15,0,0,0,0,0,0.51,-40,0.851913,10,26.00,1,7,"[53-61:9];[81-111:31]"
"./levels/generated/GANGeneratorTF/98.txt","AndySloaneAgent",WIN,100.00,0,0,13,0,0,0,0,20,129.64,15,0,0,0,0,0,1.00,-51,2.230833,22,46.00,0,11,""
"./levels/generated/GANGeneratorTF/110.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,20,129.64,15,9,4,0,0,5,1.00,-122,1.106135,16,40.00,0,10,""
"./levels/generated/GANGeneratorTF/34.txt","AndySloaneAgent",LOSE,21.82,0,0,18,0,0,0,0,6,129.64,15,0,0,0,0,0,1.00,-109,1.053254,18,35.00,1,11,"[141-149:9]"
"./levels/generated/GANGeneratorTF/37.txt","AndySloaneAgent",LOSE,18.45,0,0,15,0,0,0,0,15,129.64,15,0,0,0,0,0,1.00,-168,9.397755,76,207.00,0,8,""
"./levels/generated/GANGeneratorTF/57.txt","AndySloaneAgent",TIME_OUT,35.81,0,0,0,0,0,0,0,44,149.44,15,0,0,0,0,0,0.51,-50,0.776343,20,33.00,1,12,"[53-62:10];[92-97:6];[119-145:27]"
"./levels/generated/GANGeneratorTF/44.txt","AndySloaneAgent",LOSE,39.20,0,0,17,0,0,0,0,9,129.64,15,0,0,0,0,0,1.00,-96,1.592373,35,67.00,0,13,"[143-148:6]"
"./levels/generated/GANGeneratorTF/23.txt","AndySloaneAgent",LOSE,18.45,0,0,15,0,0,0,0,15,129.64,15,0,0,0,0,0,0.98,-138,5.010702,33,102.00,0,15,"[41-47:7]"
"./levels/generated/GANGeneratorTF/86.txt","AndySloaneAgent",LOSE,78.54,0,0,14,0,0,0,0,17,129.64,15,4,0,0,0,4,1.00,-59,2.601597,24,67.00,0,6,""
"./levels/generated/GANGeneratorTF/97.txt","AndySloaneAgent",LOSE,66.14,0,0,14,0,0,0,0,17,129.64,16,0,0,0,0,0,0.99,-45,2.016988,28,63.00,0,7,"[110-115:6]"
"./levels/generated/GANGeneratorTF/122.txt","AndySloaneAgent",TIME_OUT,47.59,0,0,0,0,0,0,0,14,129.64,22,8,2,0,0,6,1.00,-100,3.428915,27,101.00,0,8,"[71-78:8]"
"./levels/generated/GANGeneratorTF/96.txt","AndySloaneAgent",WIN,100.00,0,0,10,0,0,0,0,20,200.22,20,9,7,0,0,2,1.00,-153,2.202907,20,74.00,0,5,""
"./levels/generated/GANGeneratorTF/83.txt","AndySloaneAgent",WIN,100.00,0,0,10,0,0,0,0,28,129.64,15,4,1,0,0,3,1.00,-64,1.632234,25,58.00,0,10,""
"./levels/generated/GANGeneratorTF/80.txt","AndySloaneAgent",TIME_OUT,34.51,0,0,0,0,0,0,0,43,129.64,15,0,0,0,0,0,0.39,-40,0.665436,17,33.00,0,9,"[52-64:13]"
"./levels/generated/GANGeneratorTF/53.txt","AndySloaneAgent",LOSE,54.02,0,0,15,0,0,0,0,11,211.60,27,1,1,0,0,0,0.90,-100,0.881911,23,56.00,0,9,"[120-129:10];[143-148:6]"
"./levels/generated/GANGeneratorTF/116.txt","AndySloaneAgent",LOSE,17.91,0,0,19,0,0,0,0,4,130.80,15,0,0,0,0,0,1.00,-216,2.950466,26,111.00,0,2,""
"./levels/generated/GANGeneratorTF/9.txt","AndySloaneAgent",LOSE,16.89,0,0,19,0,0,0,0,5,129.64,15,0,0,0,0,0,1.00,-163,9.243197,65,176.00,0,8,""
"./levels/generated/GANGeneratorTF/104.txt","AndySloaneAgent",WIN,100.00,0,0,12,0,0,0,0,24,134.68,15,1,0,0,0,1,1.00,-39,1.247995,18,40.00,0,6,""
"./levels/generated/GANGeneratorTF/22.txt","AndySloaneAgent",WIN,100.00,0,0,11,0,0,0,0,21,178.16,20,6,5,0,0,1,1.00,-71,4.648933,33,81.00,0,13,""
